TÍTULO,USO QUE AMPARA EL TÍTULO,TITULAR,FECHA DE REGISTRO,AUTORIDAD QUE EMITE EL ACTO
07DGO109144/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (LAS CARMELAS),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109145/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (EL APARECIDO),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109146/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (JOLO (DIECINUEVE DE OCTUBRE)),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109147/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (GRANJA VAZQUEZ),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109148/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (GRANJA TEPEYAC),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109149/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (GRANJA SANTA INES),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109150/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (GRANJA SAN MANUEL),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109151/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (GRANJA SAN ALBERTO),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109152/36HMGR98,PÚBLICO URBANO,"PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (GRANJA HIDALGO (EL MOYOTE, LA CASETA))",1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109153/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (MONEGRO),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109154/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (P.P. EL FENIX),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109155/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (IGNACIO ZARAGOZA),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109156/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (LAS CARMENES),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109157/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (EJIDO CUBA),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109158/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (EL CAPRICHO),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109159/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (CUBA),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109160/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (EL CONSUELO),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109161/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (CARLOS VALDEZ),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109162/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (EL CHIMAL),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109163/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (P.P. FILADELFIA),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109164/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (P.P. ESTHER),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109165/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (CALIFORNIA),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109166/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (EL CELO),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109167/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (BETHEL),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109168/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (COLONIA AGR͍COLA BUENDÍA),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109169/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (EL DURAZNITO),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109170/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (EJIDO BUENDÍA (LA CASETA)),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109171/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (COREA),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109172/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (EL CARMEN),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109173/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (LA ENCANTADA),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109174/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (ANA),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109175/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (CASA BLANCA),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109176/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (EL ROCIO),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109177/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (LA MAPORITA),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109178/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (LA GANADERIA GILIO),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109179/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (ARCINAS),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109180/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (P.P. ACAPULCO),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109181/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (EL PARAISO),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109182/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (ESTABLO MADRID),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109183/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (ESTABLO CHILCHOTA),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109184/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (EL GARBANZO),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109185/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (ESMERALDA),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109186/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (P.P. EL REFUGIO),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109187/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (LA FORTUNA),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109188/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (CHAPINGO),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109189/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (GAUCIN),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109190/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (LOS EUCALIPTOS),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109191/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (EL CORTIJO),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109192/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (EL ALTO DEL CHIVO),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109193/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (LAS CARMELITAS),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109194/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (EL MEZQUITE),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109195/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (AMPUEROS),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109196/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (SAN MARTIN),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109197/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (VILLA GREGORIO GARCIA),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109198/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (SAN LORENZO),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109199/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (LOS ORGANOS (LA GLORIA)),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109200/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (EJIDO JERICO),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
07DGO109201/36HMGR98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE GÓMEZ PALACIO (PARAISO SECTOR TRES),1998-11-23,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
2DGO101155/11HMGE94,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE PANUCO DE CORONADO,1997-03-20,DIRECCIÓN LOCAL DURANGO
2DGO101356/36HMGE94,PÚBLICO URBANO,SIS. DES. DE AGUA POT. Y ALC. CUENIAME,1995-01-23,DIRECCIÓN LOCAL DURANGO
2DGO101358/11HOGE94,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DEL MEZQUITAL,1995-06-13,DIRECCIÓN LOCAL DURANGO
2DGO101742/11HOGE95,PÚBLICO URBANO,COMISARIADO EJIDAL DE LA VICTORIA,1996-12-05,DIRECCIÓN LOCAL DURANGO
2DGO103509/11FMGE96,INDUSTRIAL,JACOB W. BARTSCH,1997-06-25,DIRECCIÓN LOCAL DURANGO
09GUA109822/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU (BELTRAN),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109834/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU (AGUACATE),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109837/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU  (AGUA ZARCA DEL PINAL),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109891/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU (CALABAZAS),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109892/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU  (CASITAS),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109904/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU  (BERNAL),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109905/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU (BUENAVISTA),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109906/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU (AGUA ZARCA DE ROMERILLOS),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109908/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU  (CIENEGUITA),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109909/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU (GATO DE PALOMAS),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109911/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU (GUAMUCHIL),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109912/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU (LA LAJA),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109914/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU (LLANO GRANDE),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109915/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU (LLANETES),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109916/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU  (MESA DE CHALOC),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109918/12HMGE98,PÚBLICO URBANO,"MUNICIPIO DE XICHU, GTO.  (MAZAMORRA)",1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109919/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU  (MESA DE SAN DIEGO),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109921/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU  (EL MILAGRO),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109922/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU (MISION DE SANTA ROSA),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109923/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU (OCOTERO),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109924/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU  (NORIA DEL MALTRATO),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109926/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU  (ORGANITOS),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109927/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU  (LOS PABLOS),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109928/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU (PALOMAS),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109929/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU (PIE DE LA CUESTA),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109930/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU  (PASO DE GUILLERMO),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109931/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU  (PILA SECA),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109932/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU  (PIEDRAS PINTADAS),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109933/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU (PINALITO DE PALOMAS),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109934/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU  (PINALITO DE LA GLORIA),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109938/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU  (PLATANAL),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109939/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU  (PUERTO DE TABLAS),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109940/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU  (PUERTO DEL OCOTE),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109942/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU  (EL ROBLAR),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109943/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU  (ROSA DE CASTILLA),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109944/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU   (ROMERILLOS),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109945/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU  (SALITRERA),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109947/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU  (EL SAUCITO),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109948/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU  (SAN JERONIMO),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
09GUA109950/12HMGE98,PÚBLICO URBANO,MUNICIPIO DE XICHU  (LOS TANQUES),1998-12-14,DIRECCIÓN LOCAL GUANAJUATO
4GUA100095/12EMGE94,SERVICIOS,"BACHOCO, S.A. DE C.V. (TALLER GRAL. DE VEHICULOS)",1994-06-27,DIRECCIÓN LOCAL GUANAJUATO
4GUA100591/12HMGE94,PÚBLICO URBANO,COMITE MUNICIPAL DE AGUA POTABLE Y ALCAN,1994-10-05,DIRECCIÓN LOCAL GUANAJUATO
4GUA100592/12EMGE94,SERVICIOS,"AGROINDUSTRIAL ORGANICA, S. DE P. R. DE R. L.",1994-08-30,DIRECCIÓN LOCAL GUANAJUATO
4GUA100596/12EMGE94,SERVICIOS,"ANDERSON CLAYTON & CO., S.A. DE C.V.",1994-10-13,DIRECCIÓN LOCAL GUANAJUATO
4GUA100597/12FMGE94,INDUSTRIAL,"BACHOCO, S.A. DE C.V., PLANTA PROCESADORA DE AVES",1994-11-23,DIRECCIÓN LOCAL GUANAJUATO
4GUA100599/12HMGE94,PÚBLICO URBANO,JUNTA MUNICIPAL DE AGUA POTABLE Y ALCANT,1995-02-09,DIRECCIÓN LOCAL GUANAJUATO
4GUA101004/12HMGE94,PÚBLICO URBANO,JUNTA MUNICIPAL DE AGUA POTABLE Y ALCANT,1994-09-29,DIRECCIÓN LOCAL GUANAJUATO
4GUA101006/12HMGE94,PÚBLICO URBANO,SISTEMA MUNICIPAL DE AGUA POTABLE Y ALCA,1994-11-14,DIRECCIÓN LOCAL GUANAJUATO
4GUA101109/12EMGE94,SERVICIOS,VAZQUEZ PALMA ANDRES,1994-09-19,DIRECCIÓN LOCAL GUANAJUATO
4GUA101110/12EMGE94,SERVICIOS,GALLEGOS VAZQUEZ DANIEL,1994-09-26,DIRECCIÓN LOCAL GUANAJUATO
4GUA101111/12EMGE94,SERVICIOS,ESQUIVEL DIAZ MA. ELENA,1994-09-22,DIRECCIÓN LOCAL GUANAJUATO
4GUA101131/12EMGE94,SERVICIOS,"SALES DEL BAJIO, S.A. DE C.V.",1994-10-21,DIRECCIÓN LOCAL GUANAJUATO
4GUA101133/12EMGE94,SERVICIOS,LULE MALDONADO JOSE (CENTRO RECREATIVO,1994-11-08,DIRECCIÓN LOCAL GUANAJUATO
4GUA101134/12EMGE94,SERVICIOS,"PIGMENTOS VEGETALES DEL CENTRO, S.A. DE",1994-10-17,DIRECCIÓN LOCAL GUANAJUATO
4GUA101135/12EMGE94,SERVICIOS,"PRODUCTOS PLASTICOS DE CELAYA, S.DE R.L",1994-10-26,DIRECCIÓN LOCAL GUANAJUATO
4GUA101136/12EMGE94,SERVICIOS,"BALNEARIO MARY, S.A. DE C.V.",1994-09-30,DIRECCIÓN LOCAL GUANAJUATO
4GUA101156/12FMGE94,INDUSTRIAL,"PIGMENTOS VEGETALES DEL CENTRO, S.A. DE",1995-06-16,DIRECCIÓN LOCAL GUANAJUATO
4GUA101157/12GMGE94,PECUARIO,"SALVI PECUARIA, S.A. DE C.V. (GRANJA ROM",1994-10-18,DIRECCIÓN LOCAL GUANAJUATO
4GUA101158/12GMGE94,PECUARIO,"SALVI PECUARIA, S.A. DE C.V. (GRANJA SAN",1994-10-18,DIRECCIÓN LOCAL GUANAJUATO
4GUA101159/12FMGE94,INDUSTRIAL,DIST. INTERNACIONAL DE PROD. AGRICOLAS,1994-12-22,DIRECCIÓN LOCAL GUANAJUATO
4GUA101160/12IMGE94,DIFERENTES USOS,GEREZ DIEZ LUIS,1994-11-17,DIRECCIÓN LOCAL GUANAJUATO
4GUA101191/12HMGE94,PÚBLICO URBANO,COMITE MUNICIPAL DE AGUA POTABLE Y ALCANT,1995-01-31,DIRECCIÓN LOCAL GUANAJUATO
4GUA101193/12EMGE94,SERVICIOS,"POLIVIN, S.A. DE C.V.",1994-12-02,DIRECCIÓN LOCAL GUANAJUATO
4GUA101195/12FMGE94,INDUSTRIAL,"FRIALSA FRIGORIFICOS DEL BAJIO, S.A. DE",1994-11-23,DIRECCIÓN LOCAL GUANAJUATO
4GUA101220/12HMGE94,PÚBLICO URBANO,SISTEMA MPAL. DE AGUA POTABLE Y ALCANTAR,1995-01-26,DIRECCIÓN LOCAL GUANAJUATO
4GUA101222/12IMGE94,DIFERENTES USOS,PRODUCTORES E INDUSTRIALIZADORES DE CARNE,1995-01-04,DIRECCIÓN LOCAL GUANAJUATO
4GUA101223/12FMGE94,INDUSTRIAL,LABORATORIOS HELIOS S.A. DE C.V.,1995-02-02,DIRECCIÓN LOCAL GUANAJUATO
4GUA101224/12IMGE94,DIFERENTES USOS,"CUERO CENTRO, S.A. DE C.V.",1995-04-28,DIRECCIÓN LOCAL GUANAJUATO
4GUA101225/12IMGE94,DIFERENTES USOS,"BACHOCO, S.A. DE C.V.",1994-12-06,DIRECCIÓN LOCAL GUANAJUATO
4GUA102093/12HSGR94,PÚBLICO URBANO,PDCIA. MPAL. SN. JOSE ITURBIDE (SIST. MP,1995-11-21,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
4GUA102517/12HSGR94,PÚBLICO URBANO,PDCIA. MPAL. DE SN. FELIPE ( JUNTA MPAL. DE AGUA POTABLE DE ALCANTARILLADO DE SAN FELIPE),1995-11-21,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
4GUA102686/12FMGE95,INDUSTRIAL,"INDUSTRIAS GEL-MEX, S.A. DE C.V.",1995-11-01,DIRECCIÓN LOCAL GUANAJUATO
04GRO100554/18HOGE99,PÚBLICO URBANO,H.AYUNTAMIENTO MUNICIPAL DE MARTIR DE CUILAPAN (SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE APANGO),2000-03-27,DIRECCIÓN LOCAL GUERRERO
