NÚMERO DE ANEXO,TIPO DE DESCARGA,CUERPO RECEPTOR,PROCEDENCIA,AFLUENTE AL QUE SE DESCARGA,CLAVE DE MUNICIPIO,ESTADO,CLAVE DE CUENCA HIDROLÓGICA,FORMA DE DESCARGAR,LONGITUD,LATITUD
2518,PECUARIA,LAGUNA DE OXIDACION,OPERACIONES DE LAVADO DE INSTALACIONES,NORIA,14,26,0,LIBRE POR CANALETAS,-110.14055555555557,110.14055555555557
2519,INDUSTRIAL,"CANAL DE RIEGO AGRICOLA ""EL SERI""",DURANTE LAS OPERACIONES PROPIAS DEL PROCESO DE PURIFICACION DE AGUA,POZO,30,26,0,LIBRE POR TUBERIA,-110.97194444444445,110.97194444444445
2520,SERVICIOS,FOSA SEPTICA,SERVICIOS SANITARIOS,NO APLICABLE,43,26,0,LIBRE CON TUBERIA,-110.94555555555556,110.94555555555556
2521,SERVICIOS,POZO DE ABSORCION,SANITARIOS Y MANTENIMIENTO DE LA ESTACION DE GASOLINA,NO APLICABLE,55,26,0,INTERMITENTE,-114.97083333333333,114.97083333333333
2522,MUNICIPAL,RIO ALTAR,RED DE ALCANTARILLADO MUNICIPAL,POZO,7,26,0,LIBRE POR TUBERIA,-111.59833333333333,111.59833333333333
2523,MUNICIPAL,RIO ALTAR,RED DE ALCANTARILLADO MUNICIPAL,POZO,46,26,0,LIBRE POR TUBERIA,-111.73277777777778,111.73277777777778
2524,MUNICIPAL,LAGUNA DE OXIDACION,RED DE DRENAJE URBANO,POZO,65,26,0,LIBRE POR TUBERIA,-111.4625,111.4625
2525,MUNICIPAL,LAGUNA DE OXIDACION,RED DE DRENAJE URBANO,POZO,65,26,0,LIBRE POR TUBERIA,-111.46944444444445,111.46944444444445
2526,SERVICIOS,FOSA SEPTICA - POZO DE ABSORCION,SERVICIOS SANITARIOS,POZO,42,26,0,LIBRE POR TUBERIA,-109.43805555555556,109.43805555555556
2527,MUNICIPAL,LAGUNA DE OXIDACION,RED DE ALCANTARILLADO URBANO,NORIA,9,26,0,LIBRE POR TUBERIA,-109.40305555555557,109.40305555555557
2528,MUNICIPAL,BAHIA DE EMPALME,RED DE ALCANTARILLADO URBANO,POZO,25,26,0,LIBRE POR TUBERIA,-110.79916666666666,110.79916666666666
2529,MUNICIPAL,LAGUNA DE OXIDACION,RED DE ALCANTARILLADO URBANO,NORIA,34,26,0,LIBRE POR TUBERIA,-110.21527777777779,110.21527777777779
2530,MUNICIPAL,LAGUNA DE OXIDACION,RED DE ALCANTARILLADO URBANO,NORIA,34,26,0,LIBRE POR TUBERIA,-109.21833333333333,109.21833333333333
2531,PUBLICO URBANO,LAGUNA DE OXIDACION,SE GENERA DE LA DESCARGA MUNICIPAL,POZO,13,26,0,LIBRE POR TUBERIA,-110.20333333333333,110.20333333333333
2532,PUBLICO URBANO,LAGUNA DE OXIDACION,SE GENERA DE LA DESCARGA MUNICIPAL,POZO,13,26,0,LIBRE POR TUBERIA,-110.21388888888889,110.21388888888889
2533,PUBLICO URBANO,LAGUNA DE OXIDACION,SE GENERA DE LA DESCARGA MUNICIPAL,POZO,13,26,0,LIBRE POR TUBERIA,-110.20333333333333,110.20333333333333
2534,MUNICIPAL,LAGUNA DE OXIDACION,DESCARGA MUNICIPAL,POZO,60,26,0,LIBRE POR TUBERIA,-111.38277777777778,111.38277777777778
2535,MUNICIPAL,RIO BAVISPE,DESCARGA MUNICIPAL,POZO,28,26,0,LIBRE POR TUBERIA,-109.30194444444444,109.30194444444444
2536,MUNICIPAL,LAGUNA DE OXIDACION,DESCARGA MUNICIPAL,POZO,50,26,0,LIBRE POR TUBERIA,-110.57527777777777,110.57527777777777
2537,ACUICOLA,ESTERO DE SANTA ISABEL,SE GENERA DURANTE LAS ACTIVIDADES PROPIAS DEL PROCESO DE CULTIVO DE CAMARON,AGUA DE MAR,55,26,0,LIBRE POR CANALES,-114.67055555555557,114.67055555555557
2538,INDUSTRIAL,LAGUNA DE OXIDACION,SE GENERA DURANTE LAS ACTIVIDADES PROPIAS DE SU PROCESO INDUSTRIAL,POZO,55,26,0,LIBRE POR TUBERIA,-114.52277777777778,114.52277777777778
2539,SERVICIOS,FOSA SEPTICA-POZO DE ABSORCION,SERVICIOS SANITARIO A EMPLEADOS,POZO,55,26,0,LIBRE POR TUBERIA,-114.52305555555556,114.52305555555556
2540,SERVICIOS,FOSA SEPTICA POZO DE ABSORCION,SERVICIO SANITARIO A EMPLEADOS,POZO,55,26,0,LIBRE POR TUBERIA,-114.52305555555556,114.52305555555556
2541,MUNICIPAL,ARROYO EL COYOTE,RED DE DRENAJE DEL POBLADO EL COYOTE,POZO,17,26,0,LIBRE POR TUBERIA,-112.61388888888888,112.61388888888888
2542,MUNICIPAL,RIO BAVISPE,RED DE DRENAJE DEL POBLADO DE HUASABAS,NORIA,32,26,0,LIBRE POR TUBERIA,-109.29638888888888,109.29638888888888
2543,PECUARIA,LAGUAN DE OXIDACION,SE GENERA POR LAS ACTIVIDADES PROPIAS DE LA GRANJA PORCICOLA,POZO,30,26,0,LIBRE POR CANALETA,-111.51583333333333,111.51583333333333
2544,PUBLICO URBANO,RIO MAGDALENA,SE GENERA DE LA DESCARGA MUNICIPAL,POZO,36,26,0,LIBRE POR TUBERIA,-111.02166666666666,111.02166666666666
2545,PUBLICO URBANO,RIO MAGDALENA,SE GENERA DE LA DESCARGA MUNICIPAL,POZO,35,26,0,LIBRE POR TUBERIA,-110.87638888888888,110.87638888888888
2546,PUBLICO URBANO,RIO MAGDALENA,SE GENERA DE LA DESCARGA MUNICIPAL,POZO,58,26,0,LIBRE POR TUBERIA,-111.14916666666667,111.14916666666667
2547,PUBLICO URBANO,LAGUNA DE OXIDACION,DRENAJE URBANO DE ARIVECHI,NORIA,5,26,0,LIBRE POR TUBERIA,-109.18805555555556,109.18805555555556
2548,PUBLICO URABNO,LAGUNA DE OXIDACION,RED DE ALCANTARILLADO URBANO DE SAHUARIPA,NORIA,52,26,0,LIBRE POR TUBERIA,-109.23527777777778,109.23527777777778
2549,PUBLICO URBANO,PRESA PLUTARCO ELIAS CALES,RED DE ALCANTARILLADO DE SAN PEDRO DE LA CUEVA,NORIA,57,26,0,LIBRE POR TUBERIA,-109.74888888888889,109.74888888888889
2550,PUBLICO URBANO,PRESA PLUTARCO ELIAS CALLES,RED DE ALCANTARILLADO DE SAN PEDRO DE LA CUEVA,NORIA,57,26,0,LIBRE POR TUBERIA,-109.74944444444445,109.74944444444445
2551,PUBLICO URBANO,ARROYO QUIRIEGO,RED DE ALCANTARILLADO DE QUIRIEGO,NORIA,49,26,0,LIIBRE POR TUBERIA,-109.25555555555556,109.25555555555556
2552,PUBLICO URBANO,DREN AGRICOLA,SERVICIO DE DRENEJE DEL POBLADO PRIMERO DE MAYO,POZO,12,26,0,LIBRE POR TUBERIA,-110.12055555555555,110.12055555555555
2553,PUBLICO URBANO,DREN AGRICOLA,SERVICIO DE DRENEJE DEL POBLADO MIGUEL ALEMAN (LA NORIA),POZO,12,26,0,LIBRE POR TUBERIA,-110.11611111111111,110.11611111111111
2554,PUBLICO URBANO,LAGUNA DE OXIDACION,SERVICIO DE DRENEJE DEL POBLADO YECORA,POZO Y MANANTIAL,69,26,0,LIBRE POR TUBERIA,-108.91583333333334,108.91583333333334
2555,PUBLICO URBANO,LAGUNA DE OXIDACION,SERVICIO DE DRENEJE DEL POBLADO NACORI GRANDE,POZO,68,26,0,LIBRE POR TUBERIA,-110.07083333333333,110.07083333333333
2556,PUBLICO URBANO,LAGUNA DE OXIDACION,SERVICIO DE DRENEJE DEL POBLADO ADIVINO,POZO,68,26,0,LIBRE POR TUBERIA,-110.02666666666667,110.02666666666667
2557,PUBLICO URBANO,LAGUNA DE OXIDACION,SERVICIO DE DRENEJE DEL POBLADO VILLA PESQUEIRA,POZO,68,26,0,LIBRE POR TUBERIA,-109.98111111111112,109.98111111111112
2558,PUBLICO URBANO,LAGUNA DE OXIDACION,SERVICIO DE DRENEJE DEL POBLADO NACORI CHOICO,POZO,40,26,0,LIBRE POR TUBERIA,-108.98027777777779,108.98027777777779
2559,PUBLICO URBANO,LAGUNA DE OXIDACION,SERVICIO DE DRENEJE DE LOS POBLADOS EL SAUZ Y BUENA VISTA,POZO,40,26,0,LIBRE POR TUBERIA,-108.97638888888889,108.97638888888889
2560,PUBLICO URBANO,LAGUNA DE OXIDACION,SERVICIO DE DRENEJE DEL POBLADO DE HUACHINERA,POZO,31,26,0,LIBRE POR TUBERIA,-108.97027777777778,108.97027777777778
2561,PUBLICO URBANO,LAGUNA DE OXIDACION,SE GENERA POR LA RED DE DRENAJE URBANO,POZO,44,26,0,LIBRE POR TUBERIA,-109.53333333333333,109.53333333333333
2562,PUBLICO URBANO,LAGUNA OXIDACION (ARROYO LAS CALABAZAS),SE GENERA POR LA RED DE DRENAJE URBANO,POZO,27,26,0,LIBRE POR TUBERIA,-109.59833333333333,109.59833333333333
2563,PUBLICO URBANO,LAGUNA OXIDACION (ARROYO LAS CALABAZAS),SE GENERA POR LA RED DE DRENAJE URBANO,POZO,27,26,0,LIBRE POR TUBERIA,-109.55833333333334,109.55833333333334
2564,PUBLICO URBANO,DREN AGRICOLA,SE GENERA POR EL SERVICIO DE DRENAJE DEL POBLADO DE SAN PEDRO NUEVO,POZO,26,26,0,LIBRE POR TUBERIA,-109.61388888888888,109.61388888888888
2565,PUBLICO URBANO,RIO,RED DE ALCANTARILLADO URBANO DE BACUM,POZOS,12,26,0,LIBRE POR TUBERIA,-110.09972222222221,110.09972222222221
2566,PUBLICO URBANO,DREN AGRICOLA,RED DE ALCANTARILLADO DEL POBLADO FRANCISCO JAVIER MINA,POZO,12,26,0,LIBRE POR TUBERIA,-110.11666666666666,110.11666666666666
2567,PUBLICO URBANO,ARROYO,RED DE ALCANTARILLADO DE SAN JAVIER,POZOS,54,26,0,LIBRE POR TUBERIA,-109.74361111111111,109.74361111111111
2568,PUBLICO URBANO,RIO,RED DE ALCANTARILLADO DE CUCURPE,NORIA,22,26,0,LIBRE POR TUBERIA,-110.70916666666668,110.70916666666668
2569,PUBLICO URBANO,LAGUNA DE OXIDACION,RED DE ALCANTARILLADO URBANO DE MAZATAN,POZO,37,26,0,LIBRE POR TUBERIA,-110.14361111111111,110.14361111111111
2570,PUBLICO URBANO,LAGUNA DE OXIDACION,RED DE ALCANTARILLADO URBANO DE SUAQUI GRANDE,NORIA,62,26,0,LIBRE POR TUBERIA,-109.8875,109.8875
2571,PUBLICO URBANO,DREN AGRICOLA,RED DE ALCANTARILLADO URBANO DE ROSARIO,POZO,51,26,0,LIBRE POR TUBERIA,-109.35722222222222,109.35722222222222
2572,PUBLICO URBANO,LAGUNA DE OXIDACION,RED DE DRENAJE DE CUMPAS,POZO,23,26,0,LIBRE POR TUBERIA,-109.77916666666667,109.77916666666667
2573,PECUARIA,DREN AGRICOLA,LAVADO DE LAS INSTALACIONES,POZO,42,26,0,LIBRE POR CANALETA,-109.65083333333334,109.65083333333334
2574,PUBLICO URBANO,LAGUNA DE OXIDACION,RED DE ALCANTARILLADO URBANO,POZO,11,26,0,LIBRE POR TUBERIA,-109.96027777777778,109.96027777777778
2575,PUBLICO URBANO,LAGUNA DE OXIDACION,RED DE ALCANTARILLADO URBANO,NORIA,53,26,0,LIBRE POR TUBERIA,-110.24138888888889,110.24138888888889
2576,PUBLICO URBANO,LAGUNA DE OXIDACION,RED DE ALCANTARILLADO URBANO,NORIA,14,26,0,LIBRE POR TUBERIA,-110.18555555555555,110.18555555555555
2577,PUBLICO URBANO,DREN AGRICOLA,SERVICIO DE DRENEJE DE SAN PEDRO VIEJO,POZO,26,26,0,LIBRE POR TUBERIA,-109.37888888888888,109.37888888888888
2578,PUBLICO URBANO,LAGUNA DE OXIDACION,RED DE ALCANTARILLADO URBANO,POZO,38,26,0,LIBRE POR TUBERIA,-109.67222222222223,109.67222222222223
2579,SERVICIOS,FOSA SEPTICA-POZO DE ABSORCION,SE GENERA DURANTE LAS ACTIVIDADES PROPIAS DEL RESTAURANT LA HACIENDA,POZO,12,26,0,LIBRE POR TUBERIA,-110.08611111111111,110.08611111111111
2580,SERVICIOS,FOSA SEPTICA,SE GENERA DURANTE EL LAVADO DE LAS INSTALACIONES,POZO,42,26,0,LIBRE POR TUBERIA,-109.415,109.415
2581,SERVICIOS,FOSA SEPTICA-POZO DE ABSORCION,SERVICIOS SANITARIOS,POZO,30,26,0,LIBRE POR TUBERIA,-110.79638888888888,110.79638888888888
2582,SERVICIOS,POZO DE ABSORCION,SERVICIOS SANITARIOS,POZO,18,26,0,LIBRE POR TUBERIA,-109.86555555555555,109.86555555555555
2583,PUBLICO URBANO,LAGUNA DE OXIDACION,DRENAJE MUNICIPAL,NORIA,61,26,0,POR CANALETAS HACIA LA LAGUNA,-109.63583333333334,109.63583333333334
2584,PECUARIA,ARROYO SAYULA,LAVADO DE LAS INSTALACIONES,POZO,50,26,0,LIBRE POR CANALETAS,-110.5286111111111,110.5286111111111
2585,PUBLICO URBANO,DREN AGRICOLA,SISTEMA DE ALCANTARILLADO DE LA CIUDAD,POZO,71,26,0,LIBRE POR TUBERIA,-109.81305555555555,109.81305555555555
2586,PUBLICO URBANO,ARROYO EL SASABE,RED DE ALCANTARILLADO URBANO,POZO,60,26,0,LIBRE POR TUBERIA,-111.53999999999999,111.53999999999999
2587,PECUARIA,LAGUNA DE OXIDACION,LAVADO DE LAS INSTALACIONES,CANAL,33,26,0,LIBRE POR CANALETAS,-109.68861111111111,109.68861111111111
2588,PECUARIA,DREN AGRICOLA,LAVADO DE LAS INSTALACIONES,POZO,42,26,0,LIBRE POR CANALETAS,-109.50083333333333,109.50083333333333
2589,PUBLICO URBANO,DREN AGRICOLA,RED DE ALCANTARILLADO URBANO,POZO,12,26,0,LIBRE POR TUBERIA,-110.14319444444445,110.14319444444445
2590,PUBLICO URBANO,ARROYO LA ADUANA,RED DE ALCANTARILLADO URBANO,POZO,3,26,0,LIBRE POR TUBERIA,-108.92222222222223,108.92222222222223
2591,SERVICIOS,POZO DE ABSORCION,LAVADO DE LAS INSTALACIONES,POZO,43,26,0,LIBRE POR TUBERIA,-110.95555555555556,110.95555555555556
2592,PECUARIO,DREN AGRICOLA DE LA CALLE 300,SE GENERA DEL LAVADO DE LAS INSTALACIONES,POZO,18,26,0,LIBRE POR TUBERIA,-109.91419444444445,109.91419444444445
2593,PUBLICO URBANO,RIO SONORA,SE GENERA DEL SISTEMA DE ALCANTARILLADO,POZO,1,26,0,LIBRE POR TUBERIA,-110.21944444444445,110.21944444444445
2594,SERVICIOS,FOSA SEPTICA,SE GENERA DEL LAVADO DEL PRODUCTO,POZO,70,26,0,LIBRE POR TUBERIA,-112.57888888888888,112.57888888888888
2595,SIN DATO,SIN DATO,SIN DATO,SIN DATO,52,26,0,SIN DATO,0.0,0.0
2596,ACUICOLA,ESTERO BAMOCHA,SE GENERA DE LAS OPERACIONES DE RECAMBIO DE AGUA,AGUA DE MAR,33,26,0,LIBRE POR CANALETAS,-109.23611111111111,109.23611111111111
2597,PECUARIA,INFILTRACION AL SUBSUELO,SE GENERA DEL LAVADO DE LAS INSTALACIONES,POZO,30,26,0,LIBRE POR CANALETAS,-111.63097222222221,111.63097222222221
2598,PECUARIA,INFILTRACION AL SUBSUELO,SE GENERA DEL LAVADO DE LAS INSTALACIONES,POZO,30,26,0,LIBRE POR CANALETAS,-111.6125,111.6125
2599,SERVICIOS,INFILTRACION AL SUBSUELO (FOSA SEPTICA),SE GENERA DE LOS SERVICIOS SANITARIOS,POZO,30,26,0,LIBRE POR TUBERIA,-111.72222222222223,111.72222222222223
2600,SIN DATO,SUELO,SIN DATO,SIN DATO,4,27,642,SIN DATO,-92.98075888888889,92.98075888888889
2601,SIN DATO,SUELO,SIN DATO,SIN DATO,1,27,689,SIN DATO,-91.46491666666667,91.46491666666667
2602,SIN DATO,RIO,SIN DATO,SIN DATO,4,27,642,SIN DATO,-93.05775027777777,93.05775027777777
2603,SIN DATO,RIO,SIN DATO,SIN DATO,4,27,642,SIN DATO,-93.05858416666666,93.05858416666666
2604,SIN DATO,RIO,SIN DATO,SIN DATO,4,27,642,SIN DATO,-92.991795,92.991795
2605,SIN DATO,SUELO,SIN DATO,SIN DATO,6,27,645,SIN DATO,-93.28088083333333,93.28088083333333
2606,SIN DATO,SUELO,SIN DATO,SIN DATO,5,27,646,SIN DATO,-93.21765583333334,93.21765583333334
2607,SIN DATO,SUELO,SIN DATO,SIN DATO,5,27,646,SIN DATO,-93.21939194444445,93.21939194444445
2608,SIN DATO,SUELO,SIN DATO,SIN DATO,16,27,659,SIN DATO,-92.96786166666666,92.96786166666666
2609,SIN DATO,SUELO,SIN DATO,SIN DATO,9,27,657,SIN DATO,-92.82411138888888,92.82411138888888
2610,SIN DATO,SUELO,SIN DATO,SIN DATO,9,27,657,SIN DATO,-92.83017277777778,92.83017277777778
2611,SIN DATO,SUELO,SIN DATO,SIN DATO,9,27,657,SIN DATO,-92.82945888888888,92.82945888888888
2612,SIN DATO,SUELO,SIN DATO,SIN DATO,13,27,642,SIN DATO,-92.91641694444445,92.91641694444445
2613,SIN DATO,SUELO,SIN DATO,SIN DATO,13,27,642,SIN DATO,-92.9165838888889,92.9165838888889
2614,SIN DATO,SUELO,SIN DATO,SIN DATO,6,27,645,SIN DATO,-93.28644555555556,93.28644555555556
2615,SIN DATO,SUELO,SIN DATO,SIN DATO,9,27,683,SIN DATO,-92.71415055555556,92.71415055555556
2616,SIN DATO,SUELO,SIN DATO,SIN DATO,9,27,683,SIN DATO,-92.71350305555556,92.71350305555556
2617,SIN DATO,HUMEDAL,SIN DATO,SIN DATO,4,27,683,SIN DATO,-92.83797305555555,92.83797305555555
2618,SIN DATO,SUELO,SIN DATO,SIN DATO,13,27,645,SIN DATO,-92.93447333333334,92.93447333333334
2619,SIN DATO,SUELO,SIN DATO,SIN DATO,8,27,641,SIN DATO,-93.36766722222221,93.36766722222221
2620,SIN DATO,SUELO,SIN DATO,SIN DATO,4,27,683,SIN DATO,-92.78654777777777,92.78654777777777
2621,SIN DATO,HUMEDAL,SIN DATO,SIN DATO,2,27,600,SIN DATO,-93.70907555555556,93.70907555555556
2622,SIN DATO,SUELO,SIN DATO,SIN DATO,2,27,600,SIN DATO,-93.70323388888889,93.70323388888889
2623,SIN DATO,SUELO,SIN DATO,SIN DATO,8,27,598,SIN DATO,-93.63975055555557,93.63975055555557
2624,SIN DATO,SUELO,SIN DATO,SIN DATO,6,27,645,SIN DATO,-93.15273361111112,93.15273361111112
2625,SIN DATO,SUELO,SIN DATO,SIN DATO,2,27,646,SIN DATO,-93.37712555555555,93.37712555555555
2626,SIN DATO,EMBALSES NATURALES Y ARTIFICIALES,SIN DATO,SIN DATO,4,27,645,SIN DATO,-92.9872225,92.9872225
2627,SIN DATO,RIO,SIN DATO,SIN DATO,6,27,645,SIN DATO,-93.071975,93.071975
2628,SIN DATO,RIO,SIN DATO,SIN DATO,7,27,682,SIN DATO,-91.58472583333332,91.58472583333332
2629,SIN DATO,SUELO,SIN DATO,SIN DATO,2,27,600,SIN DATO,-93.92112916666667,93.92112916666667
2630,SIN DATO,EMBALSES NATURALES Y ARTIFICIALES,SIN DATO,SIN DATO,4,27,642,SIN DATO,-92.98855055555556,92.98855055555556
2631,SIN DATO,RIO,SIN DATO,SIN DATO,4,27,642,SIN DATO,-92.86998888888888,92.86998888888888
2632,SIN DATO,RIO,SIN DATO,SIN DATO,6,27,645,SIN DATO,-93.15791722222222,93.15791722222222
2633,SIN DATO,EMBALSES NATURALES Y ARTIFICIALES,SIN DATO,SIN DATO,6,27,642,SIN DATO,-93.19529305555555,93.19529305555555
2634,SIN DATO,RIO,SIN DATO,SIN DATO,6,27,645,SIN DATO,-93.07217861111111,93.07217861111111
2635,SIN DATO,RIO,SIN DATO,SIN DATO,7,27,682,SIN DATO,-91.78513972222223,91.78513972222223
2636,SIN DATO,SUELO,SIN DATO,SIN DATO,9,27,683,SIN DATO,-92.7867225,92.7867225
2637,SIN DATO,SUELO,SIN DATO,SIN DATO,12,27,653,SIN DATO,-92.44444472222223,92.44444472222223
2638,SIN DATO,SUELO,SIN DATO,SIN DATO,4,27,661,SIN DATO,-93.11475055555555,93.11475055555555
2639,SIN DATO,SUELO,SIN DATO,SIN DATO,12,27,653,SIN DATO,-92.44175194444445,92.44175194444445
2640,SIN DATO,SUELO,SIN DATO,SIN DATO,4,27,642,SIN DATO,-92.97700055555556,92.97700055555556
2641,SIN DATO,RIO,SIN DATO,SIN DATO,8,27,593,SIN DATO,-93.503945,93.503945
2642,INDUSTRIAL,PANTANO INNOMINADO,LAVADO DE TURBOCOMPRESORAS,PANTANO INNOMINADO,8,27,0,LIBRE CON TUBERIA,-93.38361111111112,93.38361111111112
2643,SERVICIOS,CAMPO DE ABSORCION,SERVICIOS SANITAROS,CAMPO DE ABSORCION,8,27,0,CAMPO Y POZO DE ABSORCION,-93.38361111111112,93.38361111111112
2644,INDUSTRIAL,PANTANO INNOMINADO,LAVADO DE TURBOCOMPRESORAS,PANTANO INNOMINADO,8,27,0,LIBRE CON TUBERIA,-93.38361111111112,93.38361111111112
2645,SERVICIOS,PANTANO INNOMINADO,SERVICIOS SANITARIOS,CAMPO DE ABSORCION,8,27,0,CAMPO Y POZO DE ABSORCION,-93.38361111111112,93.38361111111112
2646,SERVICIOS,CAMPO DE ABSORCION,SERVICIOS SANITAROS,CAMPO DE ABSORCION,8,27,0,CAMPO Y POZO DE ABSORCION,-93.38361111111112,93.38361111111112
2647,PUBLICO URBANO,RIO LA SIERRA,SERVICIO DE LA PLANTA POTABILIZADORA,RIO GRIJALVA,4,27,0,PERMANENTE,-92.89722222222223,92.89722222222223
2648,MIXTO,DREN EL VELADERO,LAVADO DE EQUIPO Y SANITARIOS,DREN EL VELADERO,6,27,0,LIBRE CON TUBERIA,-93.31666666666666,93.31666666666666
2649,INDUSTRIAL,PANTANO INNOMINADO,"LIMP. Y MANTENIMIENTO, AREAS DE TRABAJO",ACUIFERO,14,27,0,LIBRE CON TUBERIA,-93.09444444444443,93.09444444444443
2650,INDUSTRIAL,PANTANO INNOMINADO,"LIMP. Y MANTENIMIENTO, AREAS DE TRABAJO",ACUIFERO,14,27,0,LIBRE CON TUBERIA,-93.09444444444443,93.09444444444443
2651,PUBLICO URBANO,ARROYO EL CHIFLON,AGUAS NEGRAS (DOMESTICAS),RIO PICHUCALCO,4,27,0,LIBRE CON TUBERIA,-92.92305555555556,92.92305555555556
2652,SERVICIOS,POZO DE ABSORCION,SERVICIOS,POZO DE ABSORCION,4,27,0,LIBRE CON TUBERIA,-92.99416666666667,92.99416666666667
2653,DE SERVICIOS,DREN VELADERO,SANITARIOS OFICINAS Y COCINA,SAMARIA-CUNDUACAN,2,27,0,INTERMITENTE,-93.3536111111111,93.3536111111111
2654,SERVICIOS,DREN DEL EJIDO,GRANJA DE CERDOS,RIO SANTANA,2,27,0,PERMANENTE,-93.37777777777777,93.37777777777777
2655,INDUSTRIAL,RIO GRIJALVA,AREA DE CARGAS Y DESCARGAS DE AUTOTANQUE,RIO GRIJALVA MARGENDERECHA,3,27,0,AGUA RESIDUAL DE FOSA SEPARADORA AGUA- A,-92.53333333333333,92.53333333333333
2656,SERVICIOS,DARCENA (GOLFO DE MEXICO),SERVICIOS SANITARIOS Y LIMPIEZA DE LA INSTALACION,ACUIFERO,14,27,0,INTERMITENTE,-93.1888888888889,93.1888888888889
2657,INDUSTRIAL,INFILTRACION,"ENFRIAMIENTO DE LECHE, LAVADO DE UTENSILIOS Y AREA DE TRABAJO",RIO DE LA SIERRA,4,27,0,INTERMITENTE,-92.92136111111111,92.92136111111111
2658,PUBLICO URBANO,ARROYO LA HUASTECA,AGUAS NEGRAS Y PLUVIALES,RIO GRIJALVA,4,27,0,PERMANENTE,-92.93333333333334,92.93333333333334
2659,PUBLICO URBANO,RIO PUXCATAN,AGUAS NEGRAS Y PLUVIALES,RIO GRIJALVA,15,27,0,PERMANENTE,-92.68333333333334,92.68333333333334
2660,PUBLICO URBANO,RIO LA CEIBA,AGUAS NEGRAS Y PLUVIALES,RIO GRIJALVA,4,27,0,PERMANENTE,-94.1,94.1
2661,PUBLICO URBANO,ARROYO GONZALEZ,AGUAS NEGRAS Y PLUVIALES,RIO GRIJALVA,4,27,0,PERMANENTE,-92.86666666666666,92.86666666666666
2662,SERVICIOS,TERRENO PROPIO,SANITARIOS DE LAS OFICINAS,RIO GRIJALVA,4,27,0,PERMANENTE,-92.93694444444445,92.93694444444445
2663,INDUSTRIAL,TERRENO PROPIO,TALLER DE PINTURAS,RIO GRIJALVA,4,27,0,PERMANENTE,-92.93697222222222,92.93697222222222
2664,INDUSTRIAL,DREN SIN NOMBRE,LAVADO DE FILTROS DE PURIFICACION DE AGUA Y DESPEGUE DE LOS MOLDES DE HIELO,RIO GRIJALVA,4,27,0,INTERMITENTE,-92.99166666666667,92.99166666666667
2665,SERVICIOS,RIO SECO,SANITARIOS Y LIMPIEZA (CASAS HABITACION),GOLFO DE MEXICO,5,27,0,INTERMITENTE,-93.21725,93.21725
2666,PUBLICO-URBANO (MUNICIPAL),DREN NATURAL,SERVICIO DOMESTICO DE CASAS HABITACION,DREN NATURAL,16,27,0,PERMANENTE,-92.96388888888889,92.96388888888889
2667,SERVICIOS,INFILTRACION SUPERFICIAL,SERVICIO DOMESTICO,INFILTRACION SUPERFICIAL,13,27,0,PERMANENTE,-92.9426388888889,92.9426388888889
2668,SERVICIOS,EL SUBSUELO,LETRINAS PORTÁTILES Y SERVICIOS GENERALES (SANITARIOS Y LIMPIEZA EN GENERAL) PROPIOS DE LA PLANTA.,RIO CARRIZAL,4,27,0,INTERMITENTE,-92.81444444444445,92.81444444444445
2669,INDUSTRIAL,PANTANO INNOMINADO,"PREPARACION DE LODOS, LAVADO DE AREAS DE TRABAJO",GOLFO DE MEXICO,6,27,0,FORTUITA,-93.06666666666666,93.06666666666666
2670,SERVICIOS,DREN NATURAL,UNIDAD HABITACIONAL E INSTALACIONES MILITARES,LAGUNA ALEDAÑA,2,27,0,PERMANENTE,-93.42722222222223,93.42722222222223
2671,Servicios,El Subsuelo,"Lavandería, Limpieza y sanitarios",GOLFO DE MÉXICO,14,27,0,Permanente,-93.22058333333334,93.22058333333334
2672,Servicios,Infiltración superficial,"Lavandería, limpieza y sanitarios",GOLFO DE MÉXICO,14,27,0,Intermitente,-93.21986111111111,93.21986111111111
2673,SERVICIOS,RIO PUXCATAN,DE LA UNIDAD HABITACIONAL,RIO PUXCATAN,12,27,0,PERMANENTE,-92.62166666666666,92.62166666666666
2674,SERVICIOS,RIO MEZCALAPA,CASA-HABITACIÓN,RIO MEZCALAPA,4,27,0,PERMANENTE,-92.92555555555556,92.92555555555556
2675,SERVICIOS,INFILTRACIÓN,LIMPIEZA DE AREA DE TRABAJO Y EQUIPOS,LA CHONTALPA,8,27,0,INTERMITENTE,-93.47891666666666,93.47891666666666
2676,SERVICIOS,POZO DE ABSORCIÓN (SUBSUELO),SERVICIOS SANITARIOS,RIO EL ZAPOTE,4,27,0,PERMANENTE,-92.81305555555555,92.81305555555555
2677,INDUSTRIAL,"POPAL, ZONA BAJA UBIC. DENTRO DEL PREDIO",AGUAS ACEITOSAS RESIDUALES DEL TRATAMIENTO DE RESIDUOS PELIGROSOS,RIO SAMARIA,4,27,0,PERMANENTE,-92.98611111111111,92.98611111111111
2678,INDUSTRIAL,RIO CUXCUXAPA,CALDERAS DE FERMENTACION DE LA FABRICACION DE AGUARDIENTE,RIO CUXCUXAPA,5,27,0,PERMANENTE,-93.14583333333334,93.14583333333334
